"Country","Age","Gender","Kids","Edu","Work.Status","Annual.Income","Occupation","TenureYears","TenureMonths","CommSize","MaritalStat","Sons","Daughters","Iwastealotoft","EvenafterImak","Idonâtmakedec","Idelaymakingd","Iputoffmaking","Ipaymybillson","Iampromptando","Ilayoutmyclot","Ifindmyselfru","Idonâtgetthin","Ifsomeonewere","Myfriendsandf","Igetimportant","Iamnotverygoo","0Ifindmyselfr","1Ischeduledoc","2Iammorepunct","3Idoroutinema","4WhenIhavetob","5Puttingthing","Ioftenfindmys","Ioftenmisscon","Whenplanninga","Whenitistimet","Alettermaysit","Igenerallyret","Evenjobsthatr","Iusuallymaked","Igenerallydel","0Whentravelin","1Whenpreparin","2Inpreparatio","3Ifabillforas","4Iusuallyretu","5Ioftenhaveat","6Ialwaysseemt","7Iusuallybuye","8Iusuallyacco","9Iamcontinual","0Iusuallytake","Inmostwaysmyl","Theconditions","Iamsatisfiedw","SofarIhavegot","IfIcouldlivem","YouConsider","OtheConsider","DPMean","AIPMean","GPMean","SWLSPMean","2016_Est_HDI","HDI_Category"
"United States",45,"Female","No Kids","ltuni","unemployed",10000,"self employeed",10,0,"Small City","Married",2,0,4,4,5,4,4,2,2,4,4,4,4,4,5,4,4,2,4,2,2,4,4,3,4,4,3,2,2,5,4,2,3,4,1,3,5,3,1,3,3,3,2,1,2,3,5,"yes","yes",4.2,3.4,3.1,2.6,0.92,"Very High"
"United States",24,"Female","No Kids","ma","student",15000,"Research Assistant",0,2,"Large-City","Single",2,0,4,4,4,4,4,2,4,5,5,5,5,5,5,5,5,4,5,3,5,5,5,3,3,4,3,4,4,4,4,4,5,5,3,3,4,4,4,4,5,5,3,3,3,3,3,"yes","yes",4,4.5,4,3,0.92,"Very High"
"United States",32.5,"Female","No Kids","ma","student",15000,NA,2,9,"Medium-Sized","Divorced",2,0,3,3,3,2,2,2,1,2,2,2,1,1,2,1,2,3,1,1,2,1,2,2,1,1,4,5,1,4,2,2,1,4,4,3,1,3,1,2,1,1,2,3,1,2,2,"no","no",2.6,1.6,2.2,2,0.92,"Very High"
"United States",45,"Male","Yes Kids","phd","full-time",250000,"Doctor; Physician",3,7,"Medium-Sized","Married",NA,0,5,5,5,5,5,1,3,5,5,4,1,4,3,3,4,3,4,2,4,4,4,4,4,5,4,5,4,5,4,3,4,4,1,5,4,1,4,4,5,4,3,3,3,3,3,"yes","no",5,3.3,3.9,3,0.92,"Very High"
"United States",37.5,"Female","No Kids","ma","full-time",87500,NA,6,0,"Large-City","",2,0,3,3,3,2,2,1,4,5,5,2,1,1,4,1,2,2,4,4,4,1,4,3,4,5,3,3,4,4,3,2,4,4,2,3,4,5,4,3,3,5,3,4,4,3,4,"yes","no",2.6,2.7,3.6,3.6,0.92,"Very High"
"United States",45,"Male","No Kids","ltuni","full-time",35000,"Shipping/receiving/warehouse mgnt",7,0,"Large-City","Single",2,0,5,5,5,4,4,2,2,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,2,2,2,2,2,"yes","yes",4.6,3.5,3.8,2,0.92,"Very High"
"United States",55,"Female","Yes Kids","dip","part-time",25000,"Graphic Designer",30,0,"Large-City","Married",NA,0,3,4,4,4,2,4,3,4,4,3,1,4,3,1,5,5,5,3,4,4,5,4,3,4,4,3,4,4,5,4,4,4,4,2,4,1,2,4,4,4,2,2,2,3,2,"yes","yes",3.4,3.5,3.6,2.2,0.92,"Very High"
"United States",25,"Male","Yes Kids","deg","unemployed",15000,NA,0,2,"Small City","Married",NA,0,3,4,4,3,4,1,1,5,2,4,3,2,4,3,5,3,2,5,1,4,4,3,4,4,3,4,4,4,4,2,3,3,4,5,4,4,3,4,3,4,2,3,1,1,1,"yes","yes",3.6,3,3.6,1.6,0.92,"Very High"
"United States",24,"Female","No Kids","ma","student",25000,NA,1,8,"Small City","Single",2,0,3,3,1,1,1,1,1,4,4,3,4,2,4,3,4,4,3,4,2,3,3,2,3,3,4,4,3,3,5,4,4,4,3,4,5,4,3,3,3,3,3,3,4,4,4,"yes","no",1.8,3.1,3.5,3.6,0.92,"Very High"
"United States",45,"Male","Yes Kids","phd","full-time",150000,NA,6,0,"Large-City","Married",NA,0,3,3,4,3,2,1,2,5,3,3,2,1,3,3,2,4,3,4,3,2,3,2,2,4,3,4,3,4,3,3,4,4,1,1,3,2,2,3,2,2,3,3,3,3,1,"no","no",3,2.7,2.8,2.6,0.92,"Very High"
"United States",22,"Female","No Kids","dip","part-time",15000,NA,0,1,"Small City","Single",2,0,4,3,2,2,2,1,1,1,4,3,5,3,3,1,2,2,1,1,1,1,2,1,2,2,2,2,3,3,3,4,5,4,1,1,4,4,3,2,3,3,3,5,2,3,4,"yes","yes",2.6,2,2.7,3.4,0.92,"Very High"
"United States",21,"Female","No Kids","deg","student",10000,NA,0,0,"Medium-Sized","Single",2,0,4,4,4,3,3,1,1,5,3,3,2,3,4,2,3,3,3,2,3,2,4,3,4,2,3,2,4,4,4,2,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,"yes","yes",3.6,2.7,3.4,4,0.92,"Very High"
"United States",28,"Male","No Kids","ma","part-time",25000,"Artist",2,0,"Large-City","Single",2,0,4,4,3,3,3,3,2,5,3,3,4,2,2,3,4,5,3,3,2,4,4,3,2,4,4,4,4,4,4,2,3,4,4,4,3,4,3,4,3,5,4,3,5,4,5,"yes","no",3.4,3.2,3.6,4.2,0.92,"Very High"
"United States",45,"Male","No Kids","phd","full-time",55000,"college professor",14,11,"Small City","Married",2,0,2,2,2,2,2,1,1,1,5,4,3,5,2,4,5,1,3,1,5,4,5,2,1,2,5,1,5,2,3,3,5,5,1,4,3,5,3,2,4,2,4,5,4,5,1,"yes","yes",2,3,3.1,3.8,0.92,"Very High"
"United States",37.5,"Male","No Kids","ma","full-time",87500,"Senior Policy Advisor",0,4,"Large-City","Single",2,0,5,3,4,3,3,4,3,3,4,4,3,5,3,3,3,4,5,4,4,5,5,4,2,4,3,2,3,4,3,3,5,3,3,3,3,4,3,4,5,3,3,3,4,2,1,"yes","yes",3.6,3.8,3.5,2.6,0.92,"Very High"
"United States",37.5,"Female","No Kids","phd","part-time",NA,"medical sonographer",0,3,"Large-City","Married",2,0,4,3,1,1,1,1,2,3,4,5,5,3,3,3,4,1,4,1,3,5,4,1,1,5,3,2,1,1,4,3,1,3,1,1,3,1,2,4,3,5,2,4,1,3,3,"yes","yes",2,3.1,2.5,2.6,0.92,"Very High"
"United States",21,"Male","No Kids","ltuni","student",10000,NA,4,0,"Medium-Sized","Single",2,0,4,2,4,3,3,2,3,2,4,4,3,4,4,3,4,2,3,2,4,4,4,2,2,3,2,2,4,3,4,4,4,4,2,2,3,4,4,3,4,3,3,4,4,5,4,"yes","yes",3.2,3.2,3.1,4,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",25000,NA,2,7,"Medium-Sized","Single",2,0,3,4,2,1,1,2,3,4,5,5,5,5,2,5,5,2,2,2,5,5,5,1,3,5,4,2,5,4,5,3,1,5,2,2,4,1,1,5,5,4,3,2,4,4,4,"yes","yes",2.2,3.8,3.4,3.4,0.92,"Very High"
"United States",55,"Female","Yes Kids","phd","full-time",55000,NA,7,0,"Small City","Divorced",NA,2,4,4,4,2,2,2,2,1,3,3,3,3,3,3,4,4,3,4,3,3,4,2,3,3,4,2,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3,2,2,3,2,"yes","yes",3.2,2.9,3.5,2.4,0.92,"Very High"
"United States",24,"Female","No Kids","ltuni","student",15000,"Certified Nurse's Assistant",4,0,"Small City","Single",2,0,3,2,3,2,2,2,3,5,3,2,1,5,3,2,3,2,3,4,1,1,2,4,3,5,4,2,2,4,3,3,2,2,2,3,4,2,3,3,2,3,3,4,3,4,3,"yes","yes",2.4,2.7,2.9,3.4,0.92,"Very High"
"United States",22,"Female","No Kids","ltuni","part-time",10000,NA,0,2,"Large-City","Single",2,0,3,3,2,2,2,4,3,5,3,3,1,4,4,2,4,4,4,5,4,3,3,2,3,4,3,3,3,4,2,4,4,3,4,4,4,3,3,4,4,4,2,2,3,3,4,"yes","yes",2.4,3.5,3.4,2.8,0.92,"Very High"
"United States",16.5,"Male","No Kids","ltuni","student",10000,NA,0,0,"Small City","Single",2,0,3,4,4,3,3,1,2,4,3,1,1,2,3,2,4,3,4,2,3,3,3,2,2,4,3,2,3,5,4,3,4,4,1,3,4,4,3,3,3,4,4,4,3,3,1,"yes","yes",3.4,2.5,3.2,3,0.92,"Very High"
"United States",22,"Female","No Kids","ltuni","student",10000,NA,0,0,"Large-City","Single",2,0,3,2,4,2,2,1,1,1,2,2,3,4,4,2,3,2,2,2,2,2,2,2,2,3,2,3,2,4,3,2,2,3,2,3,3,3,2,2,2,2,4,4,4,4,4,"yes","yes",2.6,2.2,2.5,4,0.92,"Very High"
"United States",16.5,"Male","No Kids","ltuni","student",10000,NA,0,0,"","Single",2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,2,1,"yes","no",3,3,3,2,0.92,"Very High"
"United States",55,"Female","No Kids","phd","retired",35000,"retired",2,9,"Large-City","Married",2,0,3,3,1,2,1,1,1,2,3,3,4,2,3,3,3,3,2,2,2,3,4,3,2,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,2,"no","no",2,2.5,3.4,3.4,0.92,"Very High"
"United States",45,"Female","No Kids","phd","full-time",150000,"attorney",10,0,"Large-City","Single",2,0,3,5,2,2,2,4,1,3,2,1,3,2,3,2,2,4,1,4,1,4,4,3,3,4,1,2,4,2,4,1,1,3,4,3,3,4,4,3,3,4,1,2,2,3,2,"yes","yes",2.8,2.5,3,2,0.92,"Very High"
"United States",45,"Male","Yes Kids","phd","full-time",67500,"college professor",6,0,"Large-City","Married",NA,0,3,4,3,2,2,2,2,5,3,2,3,4,5,2,4,4,3,3,3,4,4,1,4,1,3,2,3,4,4,5,3,4,3,4,4,5,4,4,4,3,3,3,5,5,4,"yes","yes",2.8,3.3,3.5,4,0.92,"Very High"
"United States",45,"Female","No Kids","phd","full-time",67500,"college professor",17,0,"Medium-Sized","Divorced",2,0,2,3,3,2,2,4,1,2,2,5,4,4,4,3,3,4,2,4,1,4,4,2,1,4,5,3,4,3,4,2,2,4,4,3,4,4,3,4,4,5,3,3,2,3,3,"yes","yes",2.4,3.1,3.5,2.8,0.92,"Very High"
"United States",32.5,"Female","No Kids","ma","full-time",67500,"Director of Contract Management",2,6,"Large-City","Single",2,0,5,3,3,3,3,2,4,4,5,5,5,5,5,5,5,4,5,3,5,2,5,4,4,5,4,4,5,4,5,5,4,5,3,3,4,5,5,4,5,4,2,3,3,3,2,"yes","yes",3.4,4.3,4.3,2.6,0.92,"Very High"
"United States",37.5,"Female","Yes Kids","deg","full-time",87500,NA,0,3,"Small Town","Married",2,2,4,4,3,2,2,2,2,4,4,4,2,4,5,5,5,3,4,3,2,3,4,3,2,3,4,3,5,4,5,4,4,5,3,3,5,5,3,5,5,3,4,4,4,4,4,"yes","yes",3,3.5,3.9,4,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",25000,NA,2,0,"Large-City","Single",2,0,4,2,5,4,4,3,2,4,4,4,1,2,5,3,5,4,3,5,1,4,5,4,3,5,4,2,5,5,5,4,3,5,4,2,5,5,3,5,5,5,3,5,4,5,3,"yes","no",3.8,3.3,4.2,4,0.92,"Very High"
"United States",28,"Female","No Kids","ma","full-time",67500,"analyst",1,0,"Large-City","Single",2,0,4,4,4,2,2,3,3,5,4,2,3,3,4,3,3,2,5,3,3,3,4,2,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,2,"yes","no",3.2,3.3,3.5,2.4,0.92,"Very High"
"United States",37.5,"Female","No Kids","phd","full-time",150000,NA,0,10,"Large-City","Single",2,0,3,1,1,1,1,1,1,2,3,3,1,1,1,3,2,3,1,2,1,2,3,1,1,5,2,5,3,2,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,3,3,"no","no",1.4,1.8,2.6,3,0.92,"Very High"
"United States",25,"Male","No Kids","deg","full-time",35000,"Marketing",0,5,"Medium-Sized","Single",2,0,2,4,2,2,2,2,1,2,2,3,4,2,2,3,3,3,2,2,1,4,3,1,2,4,3,1,4,3,4,1,2,4,4,2,3,4,2,4,3,4,3,3,4,2,4,"yes","no",2.4,2.4,2.9,3.2,0.92,"Very High"
"United States",45,"Female","Yes Kids","ltuni","full-time",35000,"office",23,0,"Large Town","Separated",NA,0,2,4,5,4,4,4,3,4,5,4,4,4,5,4,5,4,4,4,2,5,5,4,4,5,4,3,4,5,4,5,4,5,4,4,5,4,3,5,4,3,3,3,3,3,2,"yes","yes",3.8,4.1,4.2,2.8,0.92,"Very High"
"United States",55,"Female","Yes Kids","ltuni","full-time",45000,NA,2,6,"Large-City","Single",2,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,4,1,4,1,3,2,1,1,1,4,4,3,1,2,1,2,1,4,4,2,4,4,2,1,2,3,3,4,4,4,"no","no",1,1.9,2.3,3.6,0.92,"Very High"
"United States",45,"Female","No Kids","deg","part-time",55000,"Self employed Public Relations",0,3,"Medium-Sized","Divorced",2,0,4,4,4,4,4,2,2,3,2,4,2,4,3,4,4,4,2,3,2,4,4,4,4,4,5,4,4,3,4,1,4,4,4,2,3,4,4,3,4,4,3,3,4,4,4,"yes","yes",4,3,3.6,3.6,0.92,"Very High"
"United States",28,"Female","No Kids","ma","full-time",45000,"policy analyst",0,8,"Large-City","Single",2,0,4,4,4,3,3,2,1,5,4,2,2,3,4,2,2,2,3,5,3,3,4,1,2,4,4,1,4,5,4,3,4,4,4,1,4,3,4,4,3,5,3,3,3,4,4,"yes","no",3.6,2.9,3.4,3.4,0.92,"Very High"
"United States",55,"Male","No Kids","phd","part-time",15000," Attorney-self employed",5,7,"Large-City","Single",2,0,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,3,5,4,4,4,5,2,3,4,4,4,5,4,5,5,4,4,5,4,4,4,4,5,5,5,2,3,3,3,2,"yes","yes",4,4.6,4.2,2.6,0.92,"Very High"
"United States",45,"Male","Yes Kids","phd","full-time",67500,"assistant professor",7,0,"Small City","Married",2,2,4,4,4,2,2,1,1,1,1,2,4,3,2,5,2,3,1,5,1,3,4,1,1,2,2,2,3,2,5,1,1,4,3,1,2,5,2,5,3,4,3,1,2,1,1,"yes","no",3.2,2.3,2.6,1.6,0.92,"Very High"
"United States",32.5,"Male","No Kids","deg","full-time",NA,"Technology (CTO)",0,9,"Large-City","Single",2,0,2,1,2,2,2,1,1,5,1,2,2,3,5,1,4,3,1,3,1,3,3,2,3,5,1,3,3,3,3,1,2,3,1,2,5,4,2,4,4,4,5,5,4,4,3,"no","no",1.8,2.4,2.9,4.2,0.92,"Very High"
"United States",24,"Female","No Kids","phd","full-time",150000,"associate at law firm",0,1,"Large-City","Single",2,0,3,1,4,2,2,1,4,3,4,2,3,4,3,2,4,4,4,4,4,3,3,1,2,5,4,4,2,4,3,3,4,5,2,3,3,4,4,4,3,3,3,2,4,5,2,"yes","no",2.4,3.3,3.3,3.2,0.92,"Very High"
"United States",32.5,"Male","No Kids","ma","full-time",67500,"Pastor ; Life coach  clergy",5,0,"Medium-Sized","Married",2,0,2,2,1,1,1,1,2,3,3,2,3,1,3,2,3,3,3,2,2,3,3,1,2,1,3,1,3,2,3,1,2,3,2,4,3,2,1,4,2,2,4,5,5,5,5,"yes","no",1.4,2.4,2.2,4.8,0.92,"Very High"
"United States",37.5,"Female","No Kids","ma","full-time",35000,"researcher",1,0,"Large-City","Single",2,0,3,5,5,5,5,4,5,3,5,5,5,5,3,4,5,5,5,4,5,5,4,5,4,4,4,1,5,3,5,5,5,5,4,3,4,5,5,3,2,4,2,2,4,4,3,"yes","yes",4.6,4.5,4,3,0.92,"Very High"
"United States",32.5,"Female","No Kids","phd","full-time",150000,"college professor",0,1,"Large-City","Single",2,0,4,3,3,2,2,1,2,3,3,3,1,1,3,3,3,1,3,3,2,1,3,1,1,4,2,3,3,3,3,2,2,3,1,1,3,2,1,3,3,3,5,5,4,4,3,"yes","no",2.8,2.2,2.4,4.2,0.92,"Very High"
"United States",20,"Female","No Kids","deg","student",NA,NA,0,0,"Large-City","Single",2,0,4,3,3,1,1,1,3,4,4,4,5,5,4,1,5,3,5,3,5,4,5,3,3,4,4,2,4,2,5,5,3,5,3,4,4,3,3,4,4,5,3,2,2,3,1,"yes","yes",2.4,3.7,3.8,2.2,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",25000,NA,0,0,"Small City","Single",2,0,3,3,2,2,2,1,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,1,2,4,1,4,4,1,4,2,2,4,1,2,2,2,2,2,3,1,3,3,2,2,2,"yes","no",2.4,1.9,2.3,2.4,0.92,"Very High"
"United States",67.5,"Female","Yes Kids","ma","full-time",87500,NA,5,0,"Large-City","Divorced",NA,1,2,1,1,1,1,1,1,1,2,1,5,1,2,1,3,3,2,3,2,1,4,1,1,3,1,1,1,1,3,1,1,1,1,1,5,3,1,2,3,3,3,4,3,5,2,"yes","no",1.2,1.9,1.9,3.4,0.92,"Very High"
"United States",25,"Female","No Kids","phd","student",25000,NA,2,8,"Small City","Single",2,0,5,3,4,3,3,1,2,3,2,4,2,5,4,3,4,2,2,3,2,2,4,2,2,5,3,5,4,4,4,2,2,4,1,4,4,3,2,5,4,5,2,3,3,3,2,"yes","yes",3.6,2.7,3.5,2.6,0.92,"Very High"
"United States",37.5,"Male","Yes Kids","phd","full-time",87500,NA,1,8,"Large-City","Married",2,1,4,4,5,5,5,3,3,5,5,5,3,5,4,5,5,5,5,4,4,4,5,4,4,3,4,1,5,4,5,5,4,5,4,5,4,5,5,4,5,5,2,2,2,3,2,"yes","yes",4.6,4.3,4.3,2.2,0.92,"Very High"
"United States",55,"Female","No Kids","deg","full-time",55000,"Dept. Director (Non-profit)",7,8,"Medium-Sized","",2,0,3,4,2,1,1,1,1,3,1,1,2,1,3,1,3,2,1,3,1,2,3,2,2,2,2,3,2,3,3,1,1,3,3,3,3,3,3,3,4,3,4,4,4,4,3,"no","no",2.2,1.7,2.6,3.8,0.92,"Very High"
"United States",28,"Male","No Kids","deg","full-time",55000,"Mechanical Engineer",2,6,"Village","Single",2,0,3,2,4,2,2,1,1,2,2,2,1,1,3,2,2,2,1,4,1,2,2,1,2,2,4,1,3,4,3,1,2,2,1,1,4,5,2,2,3,1,3,4,4,3,3,"yes","no",2.6,1.8,2.3,3.4,0.92,"Very High"
"United States",32.5,"Female","No Kids","ma","full-time",55000,NA,0,0,"Medium-Sized","Single",2,0,3,5,5,5,5,2,3,2,5,4,3,5,4,4,4,2,5,2,4,4,4,2,3,4,2,2,2,5,5,3,5,4,2,2,3,4,3,3,3,4,3,3,3,3,1,"yes","yes",4.6,3.5,3.2,2.6,0.92,"Very High"
"United States",32.5,"Male","No Kids","deg","part-time",35000,"Film maker",1,0,"Large-City","Single",2,0,3,3,4,3,3,2,3,2,4,4,3,4,4,4,4,3,4,2,4,4,4,3,4,4,4,3,4,4,4,3,3,4,3,4,3,4,4,3,4,4,2,4,2,4,2,"yes","yes",3.2,3.4,3.6,2.8,0.92,"Very High"
"United States",37.5,"Female","No Kids","ma","full-time",67500,"Supervisor",6,0,"Small City","Married",2,0,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3,4,3,3,2,3,3,2,3,4,4,3,3,2,4,3,3,2,3,3,3,4,3,3,2,3,4,4,4,4,3,"yes","no",2.2,2.6,3,3.8,0.92,"Very High"
"United States",45,"Male","No Kids","ma","full-time",87500,"Foreign Affairs Specialist",4,0,"Small City","Divorced",2,0,4,4,3,2,2,1,1,3,4,4,4,2,3,4,4,2,3,3,2,4,3,2,2,2,3,2,4,3,3,3,4,3,2,2,4,2,4,4,2,3,2,2,2,1,2,"yes","yes",3,2.9,2.8,1.8,0.92,"Very High"
"United States",28,"Female","No Kids","deg","full-time",35000,"bookkeeper/ actor",5,0,"Large-City","Single",2,0,4,3,3,2,2,1,1,5,2,2,1,2,5,3,4,3,3,4,2,4,5,4,4,3,5,2,4,4,5,3,3,5,1,4,5,5,4,3,5,5,2,2,2,2,3,"yes","yes",2.8,2.8,4,2.2,0.92,"Very High"
"United States",37.5,"Female","No Kids","phd","full-time",NA,NA,0,0,"Large-City","Single",2,0,2,1,1,1,1,1,1,5,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,3,1,4,2,1,2,3,2,3,3,2,2,2,2,1,4,4,4,4,4,"no","no",1.2,1.7,2,4,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","full-time",150000,NA,0,9,"Large-City","Single",2,0,2,2,2,2,2,2,2,3,3,3,1,1,3,2,2,4,3,4,2,2,3,2,4,2,4,2,3,3,4,3,3,3,2,2,3,4,5,3,2,4,3,4,4,4,5,"yes","no",2,2.5,3,4,0.92,"Very High"
"United States",55,"Female","Yes Kids","ma","full-time",87500,NA,30,0,"Large Town","Married",2,2,3,3,3,3,3,2,2,1,3,3,2,3,3,3,3,3,4,4,3,4,3,1,2,3,1,3,3,4,3,3,3,3,3,3,4,3,3,5,4,5,3,3,3,3,3,"yes","no",3,2.9,3.1,3,0.92,"Very High"
"United States",28,"Female","No Kids","ltuni","full-time",35000,"Investment Assistant",1,5,"Large-City","Single",2,0,2,3,3,2,2,1,2,3,3,2,1,1,1,1,1,3,4,3,3,2,2,1,2,5,2,4,2,2,3,3,2,3,1,2,3,4,3,3,3,3,4,4,4,2,2,"yes","no",2.4,2.1,2.6,3.2,0.92,"Very High"
"United States",45,"Male","Yes Kids","ma","full-time",45000,NA,4,6,"Rural/Country","Married",NA,1,3,3,3,2,2,1,1,5,2,1,1,2,2,1,3,3,1,2,1,2,3,2,3,1,2,2,2,3,3,2,2,3,3,3,3,3,2,2,3,2,3,3,3,4,4,"no","no",2.6,1.9,2.5,3.4,0.92,"Very High"
"United States",20,"Female","No Kids","ltuni","student",10000,NA,0,0,"Small City","Single",2,0,4,5,3,4,3,3,3,5,2,3,2,4,5,3,3,3,3,3,1,4,4,2,4,4,5,2,5,3,5,4,3,5,2,3,5,3,5,5,5,5,4,4,4,4,4,"yes","yes",3.8,3.1,4,4,0.92,"Very High"
"United States",55,"Female","Yes Kids","ma","full-time",150000,NA,5,0,"","Divorced",NA,0,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,2,1,1,1,2,3,1,1,1,3,2,1,2,1,2,2,2,2,2,1,2,2,4,4,4,4,4,"no","no",1,1.4,1.7,4,0.92,"Very High"
"United States",21,"Female","No Kids","ltuni","student",10000,NA,4,0,"Large-City","Single",2,0,3,4,4,2,2,2,3,2,4,2,4,5,3,3,4,3,5,4,3,2,4,1,4,4,4,2,3,3,4,3,4,3,2,4,4,4,5,2,4,3,4,4,3,4,2,"yes","yes",3,3.3,3.4,3.4,0.92,"Very High"
"United States",32.5,"Female","No Kids","ma","student",150000,NA,0,9,"Large Town","Married",2,0,3,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,3,2,3,3,2,4,1,1,5,1,1,3,2,1,2,3,4,4,5,5,5,5,"yes","no",1.6,1.2,2.3,4.8,0.92,"Very High"
"United States",16.5,"Female","No Kids","lthigh","student",10000,"Life Guard",2,0,"Large Town","Single",2,0,4,5,5,4,4,4,2,4,4,4,4,4,4,3,3,3,3,3,3,2,3,2,3,5,4,1,3,4,5,2,3,4,2,4,4,4,4,4,5,5,4,4,4,4,4,"yes","yes",4.4,3.3,3.5,4,0.92,"Very High"
"United States",22,"Female","Yes Kids","ltuni","student",25000,"detail checker",1,10,"Large Town","Single",2,1,4,4,3,3,3,2,2,4,4,3,5,3,5,5,4,3,5,3,4,4,3,1,1,3,3,1,1,2,4,1,4,4,2,3,5,5,5,3,5,5,1,1,4,2,3,"yes","yes",3.4,3.7,3,2.2,0.92,"Very High"
"United States",45,"Female","No Kids","phd","full-time",67500,"psychologis",7,0,"Small Town","Divorced",2,0,3,3,2,2,2,1,1,4,2,2,1,2,2,2,4,5,2,3,2,2,3,3,4,4,3,4,2,3,4,3,4,4,2,3,3,3,3,3,4,4,2,4,3,3,1,"no","no",2.4,2.3,3.3,2.6,0.92,"Very High"
"United States",32.5,"Female","Yes Kids","ma","full-time",35000,NA,6,0,"Small Town","Married",NA,2,4,5,4,4,4,4,3,5,4,5,4,5,5,3,5,3,3,5,3,4,4,3,3,1,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,2,2,2,2,2,"yes","yes",4.2,4.1,4.2,2,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","full-time",250000,"attorney",7,0,"Large-City","Divorced",2,0,4,4,4,4,4,2,4,4,5,3,4,4,4,3,4,4,4,4,5,3,4,2,4,4,3,2,4,4,4,3,4,4,2,4,4,4,4,4,3,3,3,3,3,4,4,"yes","yes",4,3.8,3.5,3.4,0.92,"Very High"
"United States",32.5,"Female","No Kids","deg","full-time",35000,"associate",1,6,"Large-City","Single",2,0,3,3,2,2,2,1,2,3,3,3,1,3,3,3,3,2,3,3,3,3,4,1,3,5,4,3,4,3,4,2,4,4,3,1,3,5,5,3,3,2,2,2,1,3,3,"yes","yes",2.4,2.6,3.3,2.2,0.92,"Very High"
"United States",25,"Female","No Kids","ma","part-time",25000,NA,2,0,"Small Town","Single",2,0,5,5,5,4,4,4,4,4,1,5,5,5,4,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,1,"yes","no",4.6,4.5,4.8,1.4,0.92,"Very High"
"United States",32.5,"Female","No Kids","ma","full-time",45000,"Librarian",5,0,"Large-City","Single",2,0,2,3,2,2,2,1,3,5,5,4,1,3,4,3,3,4,5,3,4,3,3,1,4,5,4,3,2,2,4,2,3,4,1,3,3,5,5,2,4,2,2,3,3,4,1,"yes","no",2.2,3.4,3.1,2.6,0.92,"Very High"
"United States",28,"Male","No Kids","ma","student",25000,"Graduate Researcher",5,10,"Large-City","Married",2,0,1,2,2,1,1,2,2,2,3,2,1,2,3,2,4,4,3,4,1,2,2,2,3,2,1,3,2,3,3,1,1,2,2,2,3,4,3,4,2,3,3,2,4,4,4,"no","no",1.4,2.5,2.4,3.4,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","full-time",87500,"attorney",5,6,"Large-City","Single",2,0,4,4,4,3,3,1,3,4,4,4,4,5,4,4,4,4,4,2,4,4,4,2,4,5,3,3,3,4,4,4,4,4,2,4,5,4,4,4,4,4,2,2,3,2,2,"yes","yes",3.6,3.7,3.8,2.2,0.92,"Very High"
"United States",19,"Female","No Kids","ltuni","part-time",10000,"PCA for a quadrapilegic and a PCA for a",2,0,"Village","Divorced",2,0,1,3,1,1,1,1,1,2,3,4,3,2,3,2,3,4,2,3,1,1,4,1,2,4,1,1,4,2,4,1,2,4,1,3,3,2,2,2,5,3,3,4,3,3,4,"yes","yes",1.4,2.3,2.5,3.4,0.92,"Very High"
"United States",16.5,"Female","No Kids","ltuni","part-time",NA,"PCA",0,9,"Village","Single",2,0,3,4,4,3,3,2,2,5,4,5,1,5,4,3,3,4,4,5,4,4,5,4,3,5,4,3,4,4,4,5,1,4,2,3,5,5,5,4,5,4,4,4,3,4,5,"yes","yes",3.4,3.7,4,4,0.92,"Very High"
